Date,minus_2inch_pct,minus_4inch_pct,minus_8inch_pct,minus_20inch_pct,minus_40inch_pct,site
2013-12-05,3.8,12.1,19.7,17.6,36.0,415:CO:SNTL
2013-12-06,4.1,11.4,19.0,17.7,36.0,415:CO:SNTL
2013-12-07,3.2,11.3,18.4,17.6,36.1,415:CO:SNTL
2013-12-08,3.2,11.2,16.1,17.3,36.0,415:CO:SNTL
2013-12-09,2.7,11.0,14.8,17.3,36.0,415:CO:SNTL
2013-12-10,3.4,10.3,13.5,17.5,35.9,415:CO:SNTL
2013-12-11,3.1,10.5,11.9,17.1,35.9,415:CO:SNTL
2013-12-12,3.1,10.2,11.8,17.1,35.8,415:CO:SNTL
2013-12-13,3.1,10.6,11.4,17.0,35.7,415:CO:SNTL
2013-12-14,2.4,10.1,11.0,16.7,35.8,415:CO:SNTL
2013-12-15,2.4,10.3,10.9,16.6,35.8,415:CO:SNTL
2013-12-16,3.1,10.6,10.5,16.7,35.8,415:CO:SNTL
2013-12-17,3.1,10.6,11.0,16.4,35.8,415:CO:SNTL
2013-12-18,3.1,10.1,11.0,16.3,35.7,415:CO:SNTL
2013-12-19,3.1,10.1,10.5,16.0,35.8,415:CO:SNTL
2013-12-20,2.8,10.8,10.5,15.9,35.7,415:CO:SNTL
2013-12-21,3.1,10.6,10.5,15.9,35.7,415:CO:SNTL
2013-12-22,3.1,10.6,10.5,15.6,35.6,415:CO:SNTL
2013-12-23,3.1,10.6,10.0,15.4,35.7,415:CO:SNTL
2013-12-24,3.1,10.6,10.2,15.4,35.7,415:CO:SNTL
2013-12-25,3.1,10.2,10.5,15.0,35.6,415:CO:SNTL
2013-12-26,3.1,10.2,10.5,15.4,35.6,415:CO:SNTL
2013-12-27,3.1,10.6,10.2,15.0,35.6,415:CO:SNTL
2013-12-28,3.1,10.7,10.2,14.7,35.6,415:CO:SNTL
2013-12-29,3.1,10.7,10.4,14.6,35.5,415:CO:SNTL
2013-12-30,3.1,10.6,10.2,14.7,35.5,415:CO:SNTL
2013-12-31,2.4,10.6,10.1,14.5,35.5,415:CO:SNTL
2014-01-01,3.1,10.6,10.1,14.3,35.5,415:CO:SNTL
2014-01-02,3.1,10.2,10.2,14.2,35.5,415:CO:SNTL
2014-01-03,3.1,10.2,10.2,13.9,35.4,415:CO:SNTL
2014-01-04,3.1,10.2,10.5,13.7,35.4,415:CO:SNTL
2014-01-05,3.0,10.5,10.2,13.6,35.4,415:CO:SNTL
2014-01-06,3.1,10.5,10.5,13.7,35.4,415:CO:SNTL
2014-01-07,3.1,10.2,10.6,13.4,35.4,415:CO:SNTL
2014-01-08,3.1,10.6,10.2,13.4,35.4,415:CO:SNTL
2014-01-09,3.1,10.7,10.2,13.3,35.4,415:CO:SNTL
2014-01-10,3.1,10.5,10.2,13.2,35.4,415:CO:SNTL
2014-01-11,3.1,10.2,10.2,12.8,35.3,415:CO:SNTL
2014-01-12,3.1,10.7,10.5,12.9,35.3,415:CO:SNTL
2014-01-13,3.5,10.5,10.5,12.7,35.3,415:CO:SNTL
2014-01-14,3.2,10.5,10.6,12.9,35.3,415:CO:SNTL
2014-01-15,2.8,11.0,10.6,12.6,35.3,415:CO:SNTL
2014-01-16,3.3,11.0,10.3,12.5,35.4,415:CO:SNTL
2014-01-17,3.3,10.8,11.0,12.5,35.4,415:CO:SNTL
2014-01-18,3.3,11.0,10.4,12.1,35.3,415:CO:SNTL
2014-01-19,3.2,11.0,10.5,12.1,35.4,415:CO:SNTL
2014-01-20,3.2,11.2,10.5,12.1,35.4,415:CO:SNTL
2014-01-21,3.5,10.7,10.5,12.0,35.4,415:CO:SNTL
2014-01-22,3.0,10.5,10.0,11.7,35.4,415:CO:SNTL
2014-01-23,3.1,10.2,10.5,11.7,35.4,415:CO:SNTL
2014-01-24,3.1,10.2,10.2,12.0,35.4,415:CO:SNTL
2014-01-25,3.1,10.7,10.2,11.7,35.4,415:CO:SNTL
2014-01-26,2.4,10.1,10.0,11.8,35.3,415:CO:SNTL
2014-01-27,2.5,10.1,9.9,11.3,35.3,415:CO:SNTL
2014-01-28,2.4,10.3,10.3,11.9,35.3,415:CO:SNTL
2014-01-29,3.1,10.7,10.0,11.1,35.2,415:CO:SNTL
2014-01-30,3.1,10.7,10.2,11.2,35.2,415:CO:SNTL
2014-01-31,3.1,10.6,10.0,11.2,35.2,415:CO:SNTL
2014-02-01,3.1,10.6,10.0,10.8,35.2,415:CO:SNTL
2014-02-02,3.1,10.2,10.3,10.9,35.2,415:CO:SNTL
2014-02-03,3.0,10.2,10.4,10.8,35.2,415:CO:SNTL
2014-02-04,3.0,10.7,10.1,10.4,35.2,415:CO:SNTL
2014-02-05,3.1,9.9,10.1,10.5,35.2,415:CO:SNTL
2014-02-06,3.1,10.2,10.3,10.7,35.2,415:CO:SNTL
2014-02-07,3.1,10.5,9.7,10.4,35.2,415:CO:SNTL
2014-02-08,3.1,10.2,9.9,9.9,35.2,415:CO:SNTL
2014-02-09,3.1,10.8,9.9,10.0,35.2,415:CO:SNTL
2014-02-10,3.1,10.8,9.9,9.6,35.1,415:CO:SNTL
2014-02-11,3.0,10.2,10.5,9.5,35.1,415:CO:SNTL
2014-02-12,3.0,10.2,9.8,9.6,35.1,415:CO:SNTL
2014-02-13,3.5,10.5,10.1,9.9,35.1,415:CO:SNTL
2014-02-14,3.2,10.7,10.2,9.6,35.1,415:CO:SNTL
2014-02-15,2.8,10.7,10.1,9.1,35.1,415:CO:SNTL
2014-02-16,2.8,10.5,10.2,9.5,35.1,415:CO:SNTL
2014-02-17,3.2,11.0,10.2,9.0,35.1,415:CO:SNTL
2014-02-18,3.2,11.0,10.2,9.1,35.1,415:CO:SNTL
2014-02-19,2.8,10.6,10.5,9.1,35.1,415:CO:SNTL
2014-02-20,3.3,10.3,10.5,9.3,35.1,415:CO:SNTL
2014-02-21,3.2,10.7,10.5,9.3,35.1,415:CO:SNTL
2014-02-22,3.2,11.1,10.4,8.7,35.1,415:CO:SNTL
2014-02-23,3.1,10.9,10.7,8.7,35.1,415:CO:SNTL
2014-02-24,3.1,11.0,11.0,8.7,35.1,415:CO:SNTL
2014-02-25,3.2,11.0,11.0,8.7,35.1,415:CO:SNTL
2014-02-26,3.1,10.7,10.6,8.7,35.1,415:CO:SNTL
2014-02-27,3.1,10.7,10.4,8.7,35.1,415:CO:SNTL
2014-02-28,3.2,11.0,10.8,8.7,35.1,415:CO:SNTL
2014-03-01,3.8,10.9,10.5,8.7,35.1,415:CO:SNTL
2014-03-02,3.8,10.8,10.6,8.7,35.1,415:CO:SNTL
2014-03-03,3.6,11.1,10.8,8.7,35.1,415:CO:SNTL
2014-03-04,3.6,11.0,10.7,8.7,35.1,415:CO:SNTL
2014-03-05,3.6,11.0,10.9,8.7,35.1,415:CO:SNTL
2014-03-06,3.9,11.6,10.9,8.7,35.1,415:CO:SNTL
2014-03-07,3.9,11.1,10.7,9.3,35.1,415:CO:SNTL
2014-03-08,3.6,11.1,11.0,8.7,35.1,415:CO:SNTL
2014-03-09,3.6,11.1,11.1,9.3,35.0,415:CO:SNTL
2014-03-10,3.6,11.2,10.7,9.1,35.1,415:CO:SNTL
2014-03-11,3.5,11.2,11.0,9.3,35.0,415:CO:SNTL
2014-03-12,4.2,11.6,11.0,9.3,35.0,415:CO:SNTL
2014-03-13,4.2,11.4,11.0,9.1,35.0,415:CO:SNTL
2014-03-14,3.9,11.5,11.1,9.1,35.0,415:CO:SNTL
2014-03-15,4.2,11.5,11.2,9.3,35.0,415:CO:SNTL
2014-03-16,4.2,11.4,11.3,9.1,35.0,415:CO:SNTL
2014-03-17,4.2,11.4,11.3,9.1,35.0,415:CO:SNTL
2014-03-18,4.2,11.6,11.3,9.1,35.0,415:CO:SNTL
2014-03-19,4.2,11.7,11.4,9.1,35.0,415:CO:SNTL
2014-03-20,4.2,11.7,11.0,9.1,35.0,415:CO:SNTL
2014-03-21,3.5,11.2,11.4,9.0,35.0,415:CO:SNTL
2014-03-22,4.2,11.2,11.3,9.0,35.0,415:CO:SNTL
2014-03-23,3.6,11.2,11.5,8.9,35.1,415:CO:SNTL
2014-03-24,3.6,11.8,11.3,9.0,35.0,415:CO:SNTL
2014-03-25,3.6,11.6,11.3,9.0,35.0,415:CO:SNTL
2014-03-26,4.2,11.1,11.0,9.0,35.1,415:CO:SNTL
2014-03-27,4.2,11.2,11.3,9.0,35.1,415:CO:SNTL
2014-03-28,4.2,11.5,11.5,9.0,35.0,415:CO:SNTL
2014-03-29,3.9,11.5,10.8,9.0,35.0,415:CO:SNTL
2014-03-30,3.6,11.9,11.2,9.0,35.1,415:CO:SNTL
2014-03-31,3.5,11.4,11.2,9.0,35.1,415:CO:SNTL
2014-04-01,4.2,11.6,11.5,9.5,35.1,415:CO:SNTL
2014-04-02,3.9,11.9,11.3,9.5,35.1,415:CO:SNTL
2014-04-03,3.9,11.7,11.4,9.5,35.1,415:CO:SNTL
2014-04-04,3.9,11.9,11.6,9.2,35.1,415:CO:SNTL
2014-04-05,3.9,11.6,11.6,9.2,35.1,415:CO:SNTL
2014-04-06,3.9,11.6,11.6,9.2,35.1,415:CO:SNTL
2014-04-07,3.9,11.9,11.7,9.4,35.1,415:CO:SNTL
2014-04-08,3.9,11.7,11.5,9.4,35.1,415:CO:SNTL
2014-04-09,5.2,12.4,11.7,9.0,35.1,415:CO:SNTL
2014-04-10,5.3,13.2,11.8,9.5,35.1,415:CO:SNTL
2014-04-11,5.8,14.2,12.6,9.5,35.1,415:CO:SNTL
2014-04-12,6.0,15.2,12.6,9.4,35.1,415:CO:SNTL
2014-04-13,6.6,15.6,13.1,9.8,35.1,415:CO:SNTL
2014-04-14,6.4,16.4,13.2,9.1,35.1,415:CO:SNTL
2014-04-15,7.1,17.2,13.8,9.6,35.2,415:CO:SNTL
2014-04-16,7.3,17.9,14.0,9.9,35.2,415:CO:SNTL
2014-04-17,7.6,18.5,14.5,9.7,35.2,415:CO:SNTL
2014-04-18,7.7,19.0,14.1,10.0,35.1,415:CO:SNTL
2014-04-19,7.5,19.6,14.7,10.0,35.2,415:CO:SNTL
2014-04-20,8.8,20.6,14.7,9.9,35.3,415:CO:SNTL
2014-04-21,11.5,22.0,15.4,10.5,35.3,415:CO:SNTL
2014-04-22,14.8,25.0,15.8,11.5,35.3,415:CO:SNTL
2014-04-23,17.4,26.2,16.8,15.5,35.2,415:CO:SNTL
2014-04-24,18.2,27.6,19.3,19.2,35.4,415:CO:SNTL
2014-04-25,18.8,29.0,22.3,20.6,35.4,415:CO:SNTL
2014-04-26,20.1,30.7,25.2,21.6,35.5,415:CO:SNTL
2014-04-27,21.0,31.7,27.4,22.8,35.7,415:CO:SNTL
2014-04-28,20.7,32.3,28.7,23.2,35.9,415:CO:SNTL
2014-04-29,20.3,32.7,29.1,23.1,36.1,415:CO:SNTL
2014-04-30,20.2,32.9,29.4,23.1,36.2,415:CO:SNTL
2014-05-01,19.8,32.9,29.4,22.9,36.3,415:CO:SNTL
2014-05-02,19.3,33.0,29.1,22.8,36.3,415:CO:SNTL
2014-05-03,19.8,33.8,29.3,22.5,36.3,415:CO:SNTL
2014-05-04,23.0,35.2,30.5,22.9,36.3,415:CO:SNTL
2014-05-05,24.3,35.8,33.1,24.2,36.4,415:CO:SNTL
2014-05-06,25.0,36.4,34.2,24.9,36.9,415:CO:SNTL
2014-05-07,25.2,36.6,35.1,25.1,37.0,415:CO:SNTL
2014-05-08,25.3,37.0,35.2,25.3,37.5,415:CO:SNTL
2014-05-09,24.8,37.2,34.9,25.3,38.8,415:CO:SNTL
2014-05-10,23.7,37.2,34.7,25.2,40.5,415:CO:SNTL
2014-05-11,25.7,37.7,34.7,25.0,40.5,415:CO:SNTL
2014-05-12,25.3,37.8,34.9,25.0,38.9,415:CO:SNTL
2014-05-13,24.3,37.7,34.5,24.9,38.8,415:CO:SNTL
2014-05-14,23.3,37.6,34.2,25.0,38.2,415:CO:SNTL
2014-05-15,22.6,37.4,33.7,24.7,38.2,415:CO:SNTL
2014-05-16,22.4,37.4,33.7,24.5,37.9,415:CO:SNTL
2014-05-17,22.6,37.6,33.6,24.4,37.6,415:CO:SNTL
2014-05-18,26.3,38.6,34.9,24.3,37.5,415:CO:SNTL
2014-05-19,27.8,38.9,37.1,26.0,38.1,415:CO:SNTL
2014-05-20,28.2,39.0,37.6,32.0,40.4,415:CO:SNTL
2014-05-21,29.3,39.2,40.9,37.6,40.5,415:CO:SNTL
2014-05-22,29.6,39.3,40.9,37.7,40.5,415:CO:SNTL
2014-05-23,29.2,39.3,39.6,37.8,40.5,415:CO:SNTL
2014-05-24,32.0,39.4,41.0,37.9,40.5,415:CO:SNTL
2014-05-25,31.7,39.4,41.0,37.9,40.5,415:CO:SNTL
2014-05-26,30.5,39.5,39.4,38.0,40.5,415:CO:SNTL
2014-05-27,31.6,39.6,41.1,38.1,40.5,415:CO:SNTL
2014-05-28,31.8,39.6,41.0,38.1,40.5,415:CO:SNTL
2014-05-29,36.0,39.7,41.1,38.2,40.5,415:CO:SNTL
2014-05-30,37.7,39.9,41.0,38.2,40.5,415:CO:SNTL
2014-05-31,35.4,39.9,40.7,38.2,40.6,415:CO:SNTL
2014-06-01,35.5,39.9,40.6,38.2,40.6,415:CO:SNTL
2014-06-02,34.7,40.1,40.3,38.3,40.6,415:CO:SNTL
2014-06-03,34.9,41.5,40.3,38.4,40.6,415:CO:SNTL
2014-06-04,34.8,41.1,41.1,38.5,40.6,415:CO:SNTL
2014-06-05,33.8,41.0,41.4,38.5,40.6,415:CO:SNTL
2014-06-06,30.2,40.7,40.1,38.5,40.6,415:CO:SNTL
2014-06-07,27.5,40.6,39.5,38.5,40.6,415:CO:SNTL
2014-06-08,25.5,40.4,38.6,37.3,40.6,415:CO:SNTL
2014-06-09,24.0,40.1,38.0,35.7,40.6,415:CO:SNTL
2014-06-10,22.7,39.9,37.6,34.1,40.6,415:CO:SNTL
2014-06-11,22.0,39.7,37.2,33.6,40.6,415:CO:SNTL
2014-06-12,21.6,39.6,36.9,33.1,40.7,415:CO:SNTL
2014-06-13,21.0,39.4,36.5,32.5,40.7,415:CO:SNTL
2014-06-14,20.1,39.0,35.9,31.9,40.7,415:CO:SNTL
2014-06-15,19.8,38.8,35.5,31.4,40.7,415:CO:SNTL
2014-06-16,19.3,38.5,35.1,30.7,40.7,415:CO:SNTL
2014-06-17,18.4,38.0,34.3,29.9,40.7,415:CO:SNTL
2014-06-18,17.7,37.5,33.7,29.2,40.2,415:CO:SNTL
2014-06-19,17.6,37.4,33.4,28.3,40.1,415:CO:SNTL
2014-06-20,17.1,37.1,33.0,27.6,39.8,415:CO:SNTL
2014-06-21,16.7,36.4,32.4,26.8,39.8,415:CO:SNTL
2014-06-22,15.8,35.7,31.6,26.1,39.7,415:CO:SNTL
2014-06-23,15.4,35.1,30.8,25.4,0.9,415:CO:SNTL
2014-06-24,14.6,34.5,30.2,24.8,0.0,415:CO:SNTL
2014-06-25,13.9,33.5,29.6,24.1,0.0,415:CO:SNTL
2014-06-26,13.2,32.3,28.8,23.6,0.0,415:CO:SNTL
2014-06-27,12.2,30.8,28.3,23.1,0.0,415:CO:SNTL
2014-06-28,11.0,29.1,27.5,22.5,0.0,415:CO:SNTL
2014-06-29,10.1,27.5,26.6,22.0,0.0,415:CO:SNTL
2014-06-30,8.6,25.0,25.6,21.5,0.0,415:CO:SNTL
2014-07-01,6.6,22.4,24.7,20.7,0.0,415:CO:SNTL
2014-07-02,5.1,20.1,23.7,20.5,0.0,415:CO:SNTL
2014-07-03,3.8,18.0,22.5,19.6,0.0,415:CO:SNTL
2014-07-04,3.1,15.6,21.4,19.2,0.0,415:CO:SNTL
2014-07-05,2.0,14.2,20.7,18.6,0.0,415:CO:SNTL
2014-07-06,1.7,12.2,19.5,17.8,0.0,415:CO:SNTL
2014-07-07,2.0,11.0,18.7,17.3,0.0,415:CO:SNTL
2014-07-08,1.3,9.5,17.8,16.5,0.0,415:CO:SNTL
2014-07-09,0.8,9.3,17.0,15.7,0.0,415:CO:SNTL
2014-07-10,0.4,8.0,15.9,15.2,0.0,415:CO:SNTL
2014-07-11,0.8,7.6,15.3,14.3,0.0,415:CO:SNTL
2014-07-12,0.9,7.6,15.2,14.1,0.0,415:CO:SNTL
2014-07-13,1.6,8.2,14.4,13.7,0.0,415:CO:SNTL
2014-07-14,1.6,6.8,13.4,12.9,0.0,415:CO:SNTL
2014-07-15,1.2,7.0,13.3,12.3,0.0,415:CO:SNTL
2014-07-16,1.9,6.6,12.7,11.7,0.0,415:CO:SNTL
2014-07-17,3.7,6.4,12.1,11.6,0.0,415:CO:SNTL
2014-07-18,3.9,7.1,12.0,11.1,0.0,415:CO:SNTL
2014-07-19,3.4,6.5,12.2,10.7,0.0,415:CO:SNTL
2014-07-20,3.2,6.5,11.4,10.0,0.0,415:CO:SNTL
2014-07-21,2.6,6.4,10.9,9.8,0.0,415:CO:SNTL
2014-07-22,1.5,6.3,11.0,9.4,0.4,415:CO:SNTL
2014-07-23,1.2,6.0,10.9,8.8,1.3,415:CO:SNTL
2014-07-24,0.9,5.9,10.4,8.3,2.0,415:CO:SNTL
2014-07-25,0.8,5.9,9.7,8.1,2.3,415:CO:SNTL
2014-07-26,0.9,6.0,9.6,7.5,2.8,415:CO:SNTL
2014-07-27,1.6,5.9,9.3,7.0,2.7,415:CO:SNTL
2014-07-28,2.8,6.0,9.6,6.6,2.3,415:CO:SNTL
2014-07-29,3.4,6.4,9.0,6.3,1.9,415:CO:SNTL
2014-07-30,3.9,5.9,9.6,6.3,1.4,415:CO:SNTL
2014-07-31,5.4,6.5,8.9,6.0,1.4,415:CO:SNTL
2014-08-01,6.1,5.6,8.9,6.3,1.3,415:CO:SNTL
2014-08-02,7.1,6.2,9.6,6.3,1.0,415:CO:SNTL
2014-08-03,6.1,6.3,10.0,6.1,0.9,415:CO:SNTL
2014-08-04,5.7,6.8,10.1,5.4,1.4,415:CO:SNTL
2014-08-05,7.8,7.0,10.0,5.4,1.6,415:CO:SNTL
2014-08-06,9.1,7.1,10.0,6.0,1.3,415:CO:SNTL
2014-08-07,9.5,9.4,10.7,6.1,1.4,415:CO:SNTL
2014-08-08,8.4,10.2,11.0,6.1,1.7,415:CO:SNTL
2014-08-09,6.9,10.0,11.0,6.0,1.7,415:CO:SNTL
2014-08-10,6.3,9.3,10.8,6.0,1.1,415:CO:SNTL
2014-08-11,5.8,8.4,10.3,6.0,0.7,415:CO:SNTL
2014-08-12,5.4,8.7,10.7,6.0,0.5,415:CO:SNTL
2014-08-13,4.7,7.7,10.9,6.0,1.2,415:CO:SNTL
2014-08-14,4.2,7.4,10.3,6.1,1.7,415:CO:SNTL
2014-08-15,4.1,7.6,10.8,6.1,1.8,415:CO:SNTL
2014-08-16,4.2,7.9,10.3,6.1,1.7,415:CO:SNTL
2014-08-17,3.9,7.4,10.1,6.0,2.2,415:CO:SNTL
2014-08-18,3.4,6.3,9.9,6.1,2.7,415:CO:SNTL
2014-08-19,2.3,6.5,10.0,5.5,2.7,415:CO:SNTL
2014-08-20,2.6,6.9,10.1,5.9,2.6,415:CO:SNTL
2014-08-21,2.0,6.6,10.2,5.3,2.9,415:CO:SNTL
2014-08-22,1.9,5.8,9.7,5.7,2.8,415:CO:SNTL
2014-08-23,1.9,6.3,9.5,5.3,2.4,415:CO:SNTL
2014-08-24,1.5,5.9,9.7,5.1,1.7,415:CO:SNTL
2014-08-25,1.9,6.1,9.6,5.4,0.9,415:CO:SNTL
2014-08-26,1.3,6.0,9.2,5.4,0.9,415:CO:SNTL
2014-08-27,1.6,5.9,9.4,5.1,1.3,415:CO:SNTL
2014-08-28,3.9,5.5,9.0,5.1,1.3,415:CO:SNTL
2014-08-29,5.6,6.2,9.5,4.9,0.6,415:CO:SNTL
2014-08-30,5.9,5.9,9.2,4.8,0.0,415:CO:SNTL
2014-08-31,6.0,5.4,9.6,5.2,0.0,415:CO:SNTL
2014-09-01,6.4,5.9,9.1,4.5,0.0,415:CO:SNTL
2014-09-02,5.7,6.2,9.5,4.9,0.0,415:CO:SNTL
2014-09-03,4.2,5.6,9.5,5.1,0.0,415:CO:SNTL
2014-09-04,3.5,6.0,9.4,4.7,0.1,415:CO:SNTL
2014-09-05,3.5,5.9,9.1,4.5,0.6,415:CO:SNTL
2014-09-06,6.0,5.7,9.1,4.5,0.0,415:CO:SNTL
