index,code,name,network,location,elevation_m,site_property
SNOTEL:751_WY_SNTL,751_WY_SNTL,Shell Creek,SNOTEL,"{'latitude': '44.500118255615234', 'longitude': '-107.42946624755859'}",2919.98388671875,"{'county': 'Big Horn', 'state': 'Wyoming', 'site_comments': 'beginDate=10/1/1978 12:00:00 AM|endDate=1/1/2100 12:00:00 AM|HUC=100800100101|HUD=10080010|TimeZone=-8.0|actonId=07E23S|shefId=SCRW4|stationTriplet=751:WY:SNTL|isActive=True', 'pos_accuracy_m': '0'}"
SNOTEL:752_ID_SNTL,752_ID_SNTL,Sherwin,SNOTEL,"{'latitude': '46.950279235839844', 'longitude': '-116.3397216796875'}",975.3599853515625,"{'county': 'Latah', 'state': 'Idaho', 'site_comments': 'beginDate=10/1/1979 12:00:00 AM|endDate=1/1/2100 12:00:00 AM|HUC=170103040703|HUD=17010304|TimeZone=-8.0|actonId=16C01S|shefId=SHWI1|stationTriplet=752:ID:SNTL|isActive=True', 'pos_accuracy_m': '0'}"
SNOTEL:753_MT_SNTL,753_MT_SNTL,Short Creek,SNOTEL,"{'latitude': '44.9757194519043', 'longitude': '-111.9521484375'}",2133.60009765625,"{'county': 'Madison', 'state': 'Montana', 'site_comments': 'beginDate=10/1/1985 12:00:00 AM|endDate=1/1/2100 12:00:00 AM|HUC=100200030106|HUD=10020003|TimeZone=-8.0|actonId=11E39S|shefId=SHCM8|stationTriplet=753:MT:SNTL|isActive=True', 'pos_accuracy_m': '0'}"
SNOTEL:754_MT_SNTL,754_MT_SNTL,Shower Falls,SNOTEL,"{'latitude': '45.401248931884766', 'longitude': '-110.95758056640625'}",2468.8798828125,"{'county': 'Gallatin', 'state': 'Montana', 'site_comments': 'beginDate=10/1/1964 12:00:00 AM|endDate=1/1/2100 12:00:00 AM|HUC=100200081001|HUD=10020008|TimeZone=-8.0|actonId=10D16S|shefId=SHFM8|stationTriplet=754:MT:SNTL|isActive=True', 'pos_accuracy_m': '0'}"
SNOTEL:1169_NM_SNTL,1169_NM_SNTL,Shuree,SNOTEL,"{'latitude': '36.78778076171875', 'longitude': '-105.239990234375'}",3078.47998046875,"{'county': 'Colfax', 'state': 'New Mexico', 'site_comments': 'beginDate=8/9/2010 12:00:00 AM|endDate=1/1/2100 12:00:00 AM|HUC=130201010102|HUD=13020101|TimeZone=-8.0|actonId=05N23S|shefId=SHUN5|stationTriplet=1169:NM:SNTL|isActive=True', 'pos_accuracy_m': '0'}"
SNOTEL:1034_NM_SNTL,1034_NM_SNTL,Sierra Blanca,SNOTEL,"{'latitude': '33.404720306396484', 'longitude': '-105.78721618652344'}",3133.343994140625,"{'county': 'Lincoln', 'state': 'New Mexico', 'site_comments': 'beginDate=9/30/2002 12:00:00 AM|endDate=1/1/2100 12:00:00 AM|HUC=130600080103|HUD=13060008|TimeZone=-8.0|actonId=05R01S|shefId=SIEN5|stationTriplet=1034:NM:SNTL|isActive=True', 'pos_accuracy_m': '0'}"
SNOTEL:755_NM_SNTL,755_NM_SNTL,Signal Peak,SNOTEL,"{'latitude': '32.92401123046875', 'longitude': '-108.14537811279297'}",2548.1279296875,"{'county': 'Grant', 'state': 'New Mexico', 'site_comments': 'beginDate=10/1/1978 12:00:00 AM|endDate=1/1/2100 12:00:00 AM|HUC=150400010803|HUD=15040001|TimeZone=-8.0|actonId=08T01S|shefId=SGNN5|stationTriplet=755:NM:SNTL|isActive=True', 'pos_accuracy_m': '0'}"
SNOTEL:756_OR_SNTL,756_OR_SNTL,Silver Creek,SNOTEL,"{'latitude': '42.956150054931641', 'longitude': '-121.18122863769531'}",1749.552001953125,"{'county': 'Lake', 'state': 'Oregon', 'site_comments': 'beginDate=10/1/1979 12:00:00 AM|endDate=1/1/2100 12:00:00 AM|HUC=171200050206|HUD=17120005|TimeZone=-8.0|actonId=21F12S|shefId=SVCO3|stationTriplet=756:OR:SNTL|isActive=True', 'pos_accuracy_m': '0'}"
SNOTEL:757_NM_SNTL,757_NM_SNTL,Silver Creek Divide,SNOTEL,"{'latitude': '33.371059417724609', 'longitude': '-108.7061767578125'}",2743.199951171875,"{'county': 'Catron', 'state': 'New Mexico', 'site_comments': 'beginDate=10/1/1978 12:00:00 AM|endDate=1/1/2100 12:00:00 AM|HUC=150400040605|HUD=15040004|TimeZone=-8.0|actonId=08S08S|shefId=SCDN5|stationTriplet=757:NM:SNTL|isActive=True', 'pos_accuracy_m': '0'}"
SNOTEL:1205_NV_SNTL,1205_NV_SNTL,Silver Creek Nv,SNOTEL,"{'latitude': '39.233051300048828', 'longitude': '-114.24289703369141'}",2503.931884765625,"{'county': 'White Pine', 'state': 'Nevada', 'site_comments': 'beginDate=12/22/2011 11:00:00 AM|endDate=1/1/2100 12:00:00 AM|HUC=160203010806|HUD=16060008|TimeZone=-8.0|actonId=14K07S|shefId=SILN2|stationTriplet=1205:NV:SNTL|isActive=True', 'pos_accuracy_m': '0'}"
SNOTEL:758_MT_SNTL,758_MT_SNTL,Silver Run,SNOTEL,"{'latitude': '45.150001525878906', 'longitude': '-109.34999847412109'}",2020.823974609375,"{'county': 'Carbon', 'state': 'Montana', 'site_comments': 'beginDate=10/1/1975 12:00:00 AM|endDate=10/8/1998 12:00:00 PM|HUC=100700060904|HUD=10070006|TimeZone=-8.0|actonId=09D18S|shefId=SILM8|stationTriplet=758:MT:SNTL|isActive=False', 'pos_accuracy_m': '0'}"
SNOTEL:759_OR_SNTL,759_OR_SNTL,Silvies,SNOTEL,"{'latitude': '42.753330230712891', 'longitude': '-118.68785095214844'}",2130.552001953125,"{'county': 'Harney', 'state': 'Oregon', 'site_comments': 'beginDate=10/1/1978 12:00:00 AM|endDate=1/1/2100 12:00:00 AM|HUC=171200030201|HUD=17120003|TimeZone=-8.0|actonId=18G01S|shefId=SLVO3|stationTriplet=759:OR:SNTL|isActive=True', 'pos_accuracy_m': '0'}"
SNOTEL:760_MT_SNTL,760_MT_SNTL,Skalkaho Summit,SNOTEL,"{'latitude': '46.242118835449219', 'longitude': '-113.77249908447266'}",2209.800048828125,"{'county': 'Granite', 'state': 'Montana', 'site_comments': 'beginDate=10/1/1966 12:00:00 AM|endDate=1/1/2100 12:00:00 AM|HUC=170102021003|HUD=17010202|TimeZone=-8.0|actonId=13C03S|shefId=SKAM8|stationTriplet=760:MT:SNTL|isActive=True', 'pos_accuracy_m': '0'}"
SNOTEL:1257_WA_SNTL,1257_WA_SNTL,Skate Creek,SNOTEL,"{'latitude': '46.643360137939453', 'longitude': '-121.83043670654297'}",1149.095947265625,"{'county': 'Lewis', 'state': 'Washington', 'site_comments': 'beginDate=10/15/2014 12:00:00 PM|endDate=1/1/2100 12:00:00 AM|HUC=170800040505|HUD=|TimeZone=-8.0|actonId=21C43S|shefId=SKTW1|stationTriplet=1257:WA:SNTL|isActive=True', 'pos_accuracy_m': '0'}"
SNOTEL:912_WA_SNTL,912_WA_SNTL,Skookum Creek,SNOTEL,"{'latitude': '47.684329986572266', 'longitude': '-121.61006927490234'}",1008.8880004882813,"{'county': 'King', 'state': 'Washington', 'site_comments': 'beginDate=8/28/1995 12:00:00 AM|endDate=1/1/2100 12:00:00 AM|HUC=171100100503|HUD=17110010|TimeZone=-8.0|actonId=21B60S|shefId=KUSW1|stationTriplet=912:WA:SNTL|isActive=True', 'pos_accuracy_m': '0'}"
SNOTEL:255_MT_SNTL,255_MT_SNTL,Skylark Trail,SNOTEL,"{'latitude': '47.366668701171875', 'longitude': '-113.78333282470703'}",1889.760009765625,"{'county': 'Missoula', 'state': 'Montana', 'site_comments': 'beginDate=10/1/1977 12:00:00 AM|endDate=2/1/1992 12:00:00 AM|HUC=170102110102|HUD=17010211|TimeZone=-8.0|actonId=|shefId=SKLM8|stationTriplet=255:MT:SNTL|isActive=False', 'pos_accuracy_m': '0'}"
SNOTEL:1286_MT_SNTL,1286_MT_SNTL,Slagamelt Lakes,SNOTEL,"{'latitude': '45.365261077880859', 'longitude': '-113.71833801269531'}",2627.3759765625,"{'county': 'Beaverhead', 'state': 'Montana', 'site_comments': 'beginDate=9/14/2017 12:00:00 AM|endDate=1/1/2100 12:00:00 AM|HUC=100200040308|HUD=|TimeZone=-8.0|actonId=|shefId=|stationTriplet=1286:MT:SNTL|isActive=True', 'pos_accuracy_m': '0'}"
SNOTEL:783_MT_SNTL,783_MT_SNTL,Sleeping Woman,SNOTEL,"{'latitude': '47.179019927978516', 'longitude': '-114.33367919921875'}",1874.52001953125,"{'county': 'Sanders', 'state': 'Montana', 'site_comments': 'beginDate=10/1/1988 12:00:00 AM|endDate=1/1/2100 12:00:00 AM|HUC=170102120708|HUD=17010212|TimeZone=-8.0|actonId=14B05S|shefId=SQPM8|stationTriplet=783:MT:SNTL|isActive=True', 'pos_accuracy_m': '0'}"
SNOTEL:761_ID_SNTL,761_ID_SNTL,Slug Creek Divide,SNOTEL,"{'latitude': '42.562480926513672', 'longitude': '-111.2979736328125'}",2202.179931640625,"{'county': 'Caribou', 'state': 'Idaho', 'site_comments': 'beginDate=10/1/1978 12:00:00 AM|endDate=1/1/2100 12:00:00 AM|HUC=170402070201|HUD=17040207|TimeZone=-8.0|actonId=11G05S|shefId=SLGI1|stationTriplet=761:ID:SNTL|isActive=True', 'pos_accuracy_m': '0'}"
SNOTEL:762_CO_SNTL,762_CO_SNTL,Slumgullion,SNOTEL,"{'latitude': '37.990798950195313', 'longitude': '-107.20326995849609'}",3523.488037109375,"{'county': 'Hinsdale', 'state': 'Colorado', 'site_comments': 'beginDate=10/1/1979 12:00:00 AM|endDate=1/1/2100 12:00:00 AM|HUC=140200020502|HUD=14020002|TimeZone=-8.0|actonId=07M30S|shefId=SLMC2|stationTriplet=762:CO:SNTL|isActive=True', 'pos_accuracy_m': '0'}"
SNOTEL:926_ID_SNTL,926_ID_SNTL,Smiley Mountain,SNOTEL,"{'latitude': '43.727180480957031', 'longitude': '-113.83402252197266'}",2901.696044921875,"{'county': 'Custer', 'state': 'Idaho', 'site_comments': 'beginDate=9/19/2001 12:00:00 AM|endDate=1/1/2100 12:00:00 AM|HUC=170402180102|HUD=17040218|TimeZone=-8.0|actonId=13F13S|shefId=SMMI1|stationTriplet=926:ID:SNTL|isActive=True', 'pos_accuracy_m': '0'}"
SNOTEL:763_UT_SNTL,763_UT_SNTL,Smith  Morehouse,SNOTEL,"{'latitude': '40.789310455322266', 'longitude': '-111.0919189453125'}",2325.9287109375,"{'county': 'Summit', 'state': 'Utah', 'site_comments': 'beginDate=10/1/1978 12:00:00 AM|endDate=1/1/2100 12:00:00 AM|HUC=160201010203|HUD=16020101|TimeZone=-8.0|actonId=11J53S|shefId=SMMU1|stationTriplet=763:UT:SNTL|isActive=True', 'pos_accuracy_m': '0'}"
SNOTEL:1167_OR_SNTL,1167_OR_SNTL,Smith Ridge,SNOTEL,"{'latitude': '44.303249359130859', 'longitude': '-122.04052734375'}",996.69598388671875,"{'county': 'Linn', 'state': 'Oregon', 'site_comments': 'beginDate=10/1/2011 12:00:00 AM|endDate=1/1/2100 12:00:00 AM|HUC=170900040203|HUD=17090004|TimeZone=-8.0|actonId=22E11S|shefId=SMTO3|stationTriplet=1167:OR:SNTL|isActive=True', 'pos_accuracy_m': '0'}"
SNOTEL:764_WY_SNTL,764_WY_SNTL,Snake River Station,SNOTEL,"{'latitude': '44.133609771728516', 'longitude': '-110.66916656494141'}",2109.216064453125,"{'county': 'Teton', 'state': 'Wyoming', 'site_comments': 'beginDate=10/1/1989 12:00:00 AM|endDate=1/1/2100 12:00:00 AM|HUC=170401010402|HUD=17040101|TimeZone=-8.0|actonId=10E12S|shefId=SKRW4|stationTriplet=764:WY:SNTL|isActive=True', 'pos_accuracy_m': '0'}"
SNOTEL:765_WY_SNTL,765_WY_SNTL,Snider Basin,SNOTEL,"{'latitude': '42.494899749755859', 'longitude': '-110.53202819824219'}",2456.68798828125,"{'county': 'Sublette', 'state': 'Wyoming', 'site_comments': 'beginDate=1/1/1961 12:00:00 AM|endDate=1/1/2100 12:00:00 AM|HUC=140401010906|HUD=14040101|TimeZone=-8.0|actonId=10G13S|shefId=SNIW4|stationTriplet=765:WY:SNTL|isActive=True', 'pos_accuracy_m': '0'}"
SNOTEL:767_OR_SNTL,767_OR_SNTL,Snow Mountain,SNOTEL,"{'latitude': '43.948848724365234', 'longitude': '-119.54013061523438'}",1898.904052734375,"{'county': 'Harney', 'state': 'Oregon', 'site_comments': 'beginDate=10/1/1978 12:00:00 AM|endDate=1/1/2100 12:00:00 AM|HUC=171200020501|HUD=17120004|TimeZone=-8.0|actonId=19F01S|shefId=SNWO3|stationTriplet=767:OR:SNTL|isActive=True', 'pos_accuracy_m': '0'}"
SNOTEL:766_UT_SNTL,766_UT_SNTL,Snowbird,SNOTEL,"{'latitude': '40.563999176025391', 'longitude': '-111.65499877929688'}",2931.26171875,"{'county': 'Salt Lake', 'state': 'Utah', 'site_comments': 'beginDate=8/23/1989 12:00:00 AM|endDate=1/1/2100 12:00:00 AM|HUC=160202040202|HUD=16020204|TimeZone=-8.0|actonId=11J42S|shefId=SBDU1|stationTriplet=766:UT:SNTL|isActive=True', 'pos_accuracy_m': '0'}"
SNOTEL:927_AZ_SNTL,927_AZ_SNTL,Snowslide Canyon,SNOTEL,"{'latitude': '35.341598510742188', 'longitude': '-111.65058135986328'}",2965.7041015625,"{'county': 'Coconino', 'state': 'Arizona', 'site_comments': 'beginDate=9/1/1997 12:00:00 AM|endDate=1/1/2100 12:00:00 AM|HUC=150200160201|HUD=15020015|TimeZone=-8.0|actonId=11P08S|shefId=XSCA3|stationTriplet=927:AZ:SNTL|isActive=True', 'pos_accuracy_m': '0'}"
SNOTEL:1208_NV_SNTL,1208_NV_SNTL,Snowstorm Mtn,SNOTEL,"{'latitude': '41.339809417724609', 'longitude': '-116.98043823242188'}",2250.643310546875,"{'county': 'Elko', 'state': 'Nevada', 'site_comments': 'beginDate=12/23/2011 8:00:00 AM|endDate=1/1/2100 12:00:00 AM|HUC=160401090203|HUD=16040109|TimeZone=-8.0|actonId=16H11S|shefId=SSMN2|stationTriplet=1208:NV:SNTL|isActive=True', 'pos_accuracy_m': '0'}"
SNOTEL:1132_WY_SNTL,1132_WY_SNTL,Soldier Park,SNOTEL,"{'latitude': '44.348468780517578', 'longitude': '-107.01360321044922'}",2657.85595703125,"{'county': 'Johnson', 'state': 'Wyoming', 'site_comments': 'beginDate=8/6/2010 12:00:00 AM|endDate=1/1/2100 12:00:00 AM|HUC=100902060103|HUD=10090206|TimeZone=-8.0|actonId=07E05S|shefId=SLDW4|stationTriplet=1132:WY:SNTL|isActive=True', 'pos_accuracy_m': '0'}"
SNOTEL:769_ID_SNTL,769_ID_SNTL,Soldier R.S.,SNOTEL,"{'latitude': '43.48406982421875', 'longitude': '-114.82691955566406'}",1749.552001953125,"{'county': 'Camas', 'state': 'Idaho', 'site_comments': 'beginDate=10/1/1985 12:00:00 AM|endDate=1/1/2100 12:00:00 AM|HUC=170402200303|HUD=17040220|TimeZone=-8.0|actonId=14F11S|shefId=SRSI1|stationTriplet=769:ID:SNTL|isActive=True', 'pos_accuracy_m': '0'}"
SNOTEL:770_ID_SNTL,770_ID_SNTL,Somsen Ranch,SNOTEL,"{'latitude': '42.952751159667969', 'longitude': '-111.35932922363281'}",2072.639892578125,"{'county': 'Caribou', 'state': 'Idaho', 'site_comments': 'beginDate=10/1/1978 12:00:00 AM|endDate=1/1/2100 12:00:00 AM|HUC=170402070101|HUD=17040207|TimeZone=-8.0|actonId=11G01S|shefId=SORI1|stationTriplet=770:ID:SNTL|isActive=True', 'pos_accuracy_m': '0'}"
SNOTEL:771_CA_SNTL,771_CA_SNTL,Sonora Pass,SNOTEL,"{'latitude': '38.310211181640625', 'longitude': '-119.60030364990234'}",2673.095947265625,"{'county': 'Mono', 'state': 'California', 'site_comments': 'beginDate=10/1/1978 12:00:00 AM|endDate=1/1/2100 12:00:00 AM|HUC=160503020104|HUD=16050302|TimeZone=-8.0|actonId=19L07S|shefId=SRAC1|stationTriplet=771:CA:SNTL|isActive=True', 'pos_accuracy_m': '0'}"
SNOTEL:985_WA_SNTL,985_WA_SNTL,Sourdough Gulch,SNOTEL,"{'latitude': '46.237178802490234', 'longitude': '-117.39437866210938'}",1219.199951171875,"{'county': 'Asotin', 'state': 'Washington', 'site_comments': 'beginDate=7/1/2000 12:00:00 AM|endDate=1/1/2100 12:00:00 AM|HUC=170601030202|HUD=17060103|TimeZone=-8.0|actonId=17C06S|shefId=SGUW1|stationTriplet=985:WA:SNTL|isActive=True', 'pos_accuracy_m': '0'}"
SNOTEL:772_WY_SNTL,772_WY_SNTL,South Brush Creek,SNOTEL,"{'latitude': '41.329429626464844', 'longitude': '-106.50247955322266'}",2572.511962890625,"{'county': 'Carbon', 'state': 'Wyoming', 'site_comments': 'beginDate=2/1/1976 12:00:00 AM|endDate=1/1/2100 12:00:00 AM|HUC=101800020303|HUD=10180002|TimeZone=-8.0|actonId=06H19S|shefId=SBCW4|stationTriplet=772:WY:SNTL|isActive=True', 'pos_accuracy_m': '0'}"
SNOTEL:773_CO_SNTL,773_CO_SNTL,South Colony,SNOTEL,"{'latitude': '37.968109130859375', 'longitude': '-105.53787231445313'}",3291.840087890625,"{'county': 'Custer', 'state': 'Colorado', 'site_comments': 'beginDate=10/1/1990 12:00:00 AM|endDate=1/1/2100 12:00:00 AM|HUC=110200011206|HUD=11020001|TimeZone=-8.0|actonId=05M13S|shefId=SCYC2|stationTriplet=773:CO:SNTL|isActive=True', 'pos_accuracy_m': '0'}"
SNOTEL:925_OR_SNTL,925_OR_SNTL,South Fork Bull Run,SNOTEL,"{'latitude': '45.445751190185547', 'longitude': '-122.03125'}",819.9119873046875,"{'county': 'Clackamas', 'state': 'Oregon', 'site_comments': 'beginDate=9/18/1997 7:00:00 AM|endDate=1/1/2100 12:00:00 AM|HUC=170800010504|HUD=17080001|TimeZone=-8.0|actonId=22D03S|shefId=SFBO3|stationTriplet=925:OR:SNTL|isActive=True', 'pos_accuracy_m': '0'}"
SNOTEL:774_ID_SNTL,774_ID_SNTL,South Mtn.,SNOTEL,"{'latitude': '42.764778137207031', 'longitude': '-116.90036773681641'}",1981.199951171875,"{'county': 'Owyhee', 'state': 'Idaho', 'site_comments': 'beginDate=10/1/1978 12:00:00 AM|endDate=1/1/2100 12:00:00 AM|HUC=170501080205|HUD=17050108|TimeZone=-8.0|actonId=16G01S|shefId=SMTI1|stationTriplet=774:ID:SNTL|isActive=True', 'pos_accuracy_m': '0'}"
SNOTEL:775_WY_SNTL,775_WY_SNTL,South Pass,SNOTEL,"{'latitude': '42.573169708251953', 'longitude': '-108.84324645996094'}",2755.39208984375,"{'county': 'Fremont', 'state': 'Wyoming', 'site_comments': 'beginDate=10/1/1984 12:00:00 AM|endDate=1/1/2100 12:00:00 AM|HUC=100800030101|HUD=10080003|TimeZone=-8.0|actonId=08G03S|shefId=SPSW4|stationTriplet=775:WY:SNTL|isActive=True', 'pos_accuracy_m': '0'}"
SNOTEL:776_WA_SNTL,776_WA_SNTL,Spencer Meadow,SNOTEL,"{'latitude': '46.179500579833984', 'longitude': '-121.92661285400391'}",1036.3199462890625,"{'county': 'Skamania', 'state': 'Washington', 'site_comments': 'beginDate=10/1/1980 12:00:00 AM|endDate=1/1/2100 12:00:00 AM|HUC=170800020108|HUD=17080002|TimeZone=-8.0|actonId=21C20S|shefId=SPMW1|stationTriplet=776:WA:SNTL|isActive=True', 'pos_accuracy_m': '0'}"
SNOTEL:777_WA_SNTL,777_WA_SNTL,Spirit Lake,SNOTEL,"{'latitude': '46.261131286621094', 'longitude': '-122.17720031738281'}",1072.89599609375,"{'county': 'Skamania', 'state': 'Washington', 'site_comments': 'beginDate=10/1/1983 12:00:00 AM|endDate=1/1/2100 12:00:00 AM|HUC=170800050502|HUD=17080005|TimeZone=-8.0|actonId=22C12S|shefId=SPTW1|stationTriplet=777:WA:SNTL|isActive=True', 'pos_accuracy_m': '0'}"
SNOTEL:1117_UT_SNTL,1117_UT_SNTL,Spirit Lk,SNOTEL,"{'latitude': '40.838680267333984', 'longitude': '-110.00527191162109'}",3119.6279296875,"{'county': 'Daggett', 'state': 'Utah', 'site_comments': 'beginDate=10/1/2009 12:00:00 AM|endDate=1/1/2100 12:00:00 AM|HUC=140401060501|HUD=14040106|TimeZone=-8.0|actonId=10J55S|shefId=SPKU1|stationTriplet=1117:UT:SNTL|isActive=True', 'pos_accuracy_m': '0'}"
SNOTEL:778_CA_SNTL,778_CA_SNTL,Spratt Creek,SNOTEL,"{'latitude': '38.6662712097168', 'longitude': '-119.81741333007813'}",1848.00244140625,"{'county': 'Alpine', 'state': 'California', 'site_comments': 'beginDate=10/1/1983 12:00:00 AM|endDate=1/1/2100 12:00:00 AM|HUC=160502010107|HUD=16050201|TimeZone=-8.0|actonId=19L39S|shefId=SPCC1|stationTriplet=778:CA:SNTL|isActive=True', 'pos_accuracy_m': '0'}"
SNOTEL:779_WY_SNTL,779_WY_SNTL,Spring Creek Divide,SNOTEL,"{'latitude': '42.525161743164063', 'longitude': '-110.66148376464844'}",2743.199951171875,"{'county': 'Sublette', 'state': 'Wyoming', 'site_comments': 'beginDate=10/1/1978 12:00:00 AM|endDate=1/1/2100 12:00:00 AM|HUC=140401011001|HUD=14040101|TimeZone=-8.0|actonId=10G20S|shefId=SCDW4|stationTriplet=779:WY:SNTL|isActive=True', 'pos_accuracy_m': '0'}"
SNOTEL:984_WA_SNTL,984_WA_SNTL,Spruce Springs,SNOTEL,"{'latitude': '46.182868957519531', 'longitude': '-117.54154968261719'}",1737.3599853515625,"{'county': 'Garfield', 'state': 'Washington', 'site_comments': 'beginDate=7/1/2000 12:00:00 AM|endDate=1/1/2100 12:00:00 AM|HUC=170601030201|HUD=17060103|TimeZone=-8.0|actonId=17C04S|shefId=SPGW1|stationTriplet=984:WA:SNTL|isActive=True', 'pos_accuracy_m': '0'}"
SNOTEL:780_CO_SNTL,780_CO_SNTL,Spud Mountain,SNOTEL,"{'latitude': '37.698661804199219', 'longitude': '-107.77715301513672'}",3249.16796875,"{'county': 'San Juan', 'state': 'Colorado', 'site_comments': 'beginDate=10/1/1985 12:00:00 AM|endDate=1/1/2100 12:00:00 AM|HUC=140801040202|HUD=14080104|TimeZone=-8.0|actonId=07M11S|shefId=SPSC2|stationTriplet=780:CO:SNTL|isActive=True', 'pos_accuracy_m': '0'}"
SNOTEL:781_MT_SNTL,781_MT_SNTL,Spur Park,SNOTEL,"{'latitude': '46.779621124267578', 'longitude': '-110.62165069580078'}",2468.8798828125,"{'county': 'Judith Basin', 'state': 'Montana', 'site_comments': 'beginDate=10/1/1966 12:00:00 AM|endDate=1/1/2100 12:00:00 AM|HUC=100401030301|HUD=10040103|TimeZone=-8.0|actonId=10C06S|shefId=SPRM8|stationTriplet=781:MT:SNTL|isActive=True', 'pos_accuracy_m': '0'}"
SNOTEL:782_ID_SNTL,782_ID_SNTL,Squaw Flat,SNOTEL,"{'latitude': '44.770908355712891', 'longitude': '-116.248046875'}",1901.9520263671875,"{'county': 'Adams', 'state': 'Idaho', 'site_comments': 'beginDate=10/1/1979 12:00:00 AM|endDate=1/1/2100 12:00:00 AM|HUC=170501240401|HUD=17050124|TimeZone=-8.0|actonId=16E05S|shefId=SQFI1|stationTriplet=782:ID:SNTL|isActive=True', 'pos_accuracy_m': '0'}"
SNOTEL:784_CA_SNTL,784_CA_SNTL,Squaw Valley G.C.,SNOTEL,"{'latitude': '39.189861297607422', 'longitude': '-120.26576232910156'}",2442.3623046875,"{'county': 'Placer', 'state': 'California', 'site_comments': 'beginDate=10/1/1979 12:00:00 AM|endDate=1/1/2100 12:00:00 AM|HUC=160501020202|HUD=16050102|TimeZone=-8.0|actonId=20K30S|shefId=SQWC1|stationTriplet=784:CA:SNTL|isActive=True', 'pos_accuracy_m': '0'}"
SNOTEL:268_WY_SNTL,268_WY_SNTL,St. Lawrence,SNOTEL,"{'latitude': '43.033329010009766', 'longitude': '-109.19999694824219'}",2731.008056640625,"{'county': 'Fremont', 'state': 'Wyoming', 'site_comments': 'beginDate=8/1/1978 12:00:00 AM|endDate=10/1/1994 12:00:00 AM|HUC=100800020105|HUD=10080002|TimeZone=-8.0|actonId=|shefId=SLWW4|stationTriplet=268:WY:SNTL|isActive=False', 'pos_accuracy_m': '0'}"
SNOTEL:786_WY_SNTL,786_WY_SNTL,St. Lawrence Alt,SNOTEL,"{'latitude': '43.033130645751953', 'longitude': '-109.17024993896484'}",2627.3759765625,"{'county': 'Fremont', 'state': 'Wyoming', 'site_comments': 'beginDate=10/1/1983 12:00:00 AM|endDate=1/1/2100 12:00:00 AM|HUC=100800020105|HUD=10080002|TimeZone=-8.0|actonId=09F27S|shefId=SLAW4|stationTriplet=786:WY:SNTL|isActive=True', 'pos_accuracy_m': '0'}"
SNOTEL:1203_NV_SNTL,1203_NV_SNTL,Stag Mountain,SNOTEL,"{'latitude': '41.408100128173828', 'longitude': '-115.44660186767578'}",2325.014404296875,"{'county': 'Elko', 'state': 'Nevada', 'site_comments': 'beginDate=12/23/2011 8:00:00 AM|endDate=1/1/2100 12:00:00 AM|HUC=170501020101|HUD=16040101|TimeZone=-8.0|actonId=15H19S|shefId=STGN2|stationTriplet=1203:NV:SNTL|isActive=True', 'pos_accuracy_m': '0'}"
SNOTEL:787_MT_SNTL,787_MT_SNTL,Stahl Peak,SNOTEL,"{'latitude': '48.909019470214844', 'longitude': '-114.86298370361328'}",1837.9439697265625,"{'county': 'Lincoln', 'state': 'Montana', 'site_comments': 'beginDate=10/1/1968 12:00:00 AM|endDate=1/1/2100 12:00:00 AM|HUC=170101010801|HUD=17010101|TimeZone=-8.0|actonId=14A12S|shefId=STAM8|stationTriplet=787:MT:SNTL|isActive=True', 'pos_accuracy_m': '0'}"
SNOTEL:788_WA_SNTL,788_WA_SNTL,Stampede Pass,SNOTEL,"{'latitude': '47.274269104003906', 'longitude': '-121.34162139892578'}",1173.47998046875,"{'county': 'King', 'state': 'Washington', 'site_comments': 'beginDate=10/1/1979 12:00:00 AM|endDate=1/1/2100 12:00:00 AM|HUC=171100130103|HUD=17030001|TimeZone=-8.0|actonId=21B10S|shefId=SMPW1|stationTriplet=788:WA:SNTL|isActive=True', 'pos_accuracy_m': '0'}"
SNOTEL:789_OR_SNTL,789_OR_SNTL,Starr Ridge,SNOTEL,"{'latitude': '44.264228820800781', 'longitude': '-119.02162170410156'}",1600.199951171875,"{'county': 'Grant', 'state': 'Oregon', 'site_comments': 'beginDate=10/1/1979 12:00:00 AM|endDate=1/1/2100 12:00:00 AM|HUC=171200020102|HUD=17120002|TimeZone=-8.0|actonId=19E07S|shefId=STRO3|stationTriplet=789:OR:SNTL|isActive=True', 'pos_accuracy_m': '0'}"
SNOTEL:1258_CA_SNTL,1258_CA_SNTL,State Line,SNOTEL,"{'latitude': '41.986091613769531', 'longitude': '-120.71573638916016'}",1731.2640380859375,"{'county': 'Modoc', 'state': 'California', 'site_comments': 'beginDate=6/17/2014 12:00:00 AM|endDate=1/1/2100 12:00:00 AM|HUC=180102040201|HUD=|TimeZone=-8.0|actonId=20H01S|shefId=TATC1|stationTriplet=1258:CA:SNTL|isActive=True', 'pos_accuracy_m': '0'}"
SNOTEL:790_UT_SNTL,790_UT_SNTL,Steel Creek Park,SNOTEL,"{'latitude': '40.908618927001953', 'longitude': '-110.50462341308594'}",3096.158447265625,"{'county': 'Summit', 'state': 'Utah', 'site_comments': 'beginDate=10/1/1978 12:00:00 AM|endDate=1/1/2100 12:00:00 AM|HUC=140401070203|HUD=14040107|TimeZone=-8.0|actonId=10J20S|shefId=SCKU1|stationTriplet=790:UT:SNTL|isActive=True', 'pos_accuracy_m': '0'}"
