index,code,name,network,location,elevation_m,site_property
SNOTEL:895_ID_SNTL,895_ID_SNTL,Chocolate Gulch,SNOTEL,"{'latitude': '43.768501281738281', 'longitude': '-114.41812133789063'}",1923.2879638671875,"{'county': 'Blaine', 'state': 'Idaho', 'site_comments': 'beginDate=10/1/1992 12:00:00 AM|endDate=1/1/2100 12:00:00 AM|HUC=170402190301|HUD=17040219|TimeZone=-8.0|actonId=14F19S|shefId=CHOI1|stationTriplet=895:ID:SNTL|isActive=True', 'pos_accuracy_m': '0'}"
SNOTEL:397_WY_SNTL,397_WY_SNTL,Christina Lake,SNOTEL,"{'latitude': '42.583328247070313', 'longitude': '-108.91667175292969'}",3041.904052734375,"{'county': 'Fremont', 'state': 'Wyoming', 'site_comments': 'beginDate=9/4/1980 12:00:00 AM|endDate=10/1/1997 12:00:00 AM|HUC=100800030101|HUD=10080003|TimeZone=-8.0|actonId=08G09S|shefId=CHRW4|stationTriplet=397:WY:SNTL|isActive=False', 'pos_accuracy_m': '0'}"
SNOTEL:1046_WY_SNTL,1046_WY_SNTL,Cinnabar Park,SNOTEL,"{'latitude': '41.238368988037109', 'longitude': '-106.23094940185547'}",2918.1552734375,"{'county': 'Albany', 'state': 'Wyoming', 'site_comments': 'beginDate=6/13/1999 12:00:00 AM|endDate=1/1/2100 12:00:00 AM|HUC=101800100503|HUD=10180002|TimeZone=-8.0|actonId=06H24S|shefId=CINW4|stationTriplet=1046:WY:SNTL|isActive=True', 'pos_accuracy_m': '0'}"
SNOTEL:398_OR_SNTL,398_OR_SNTL,Clackamas Lake,SNOTEL,"{'latitude': '45.096580505371094', 'longitude': '-121.75443267822266'}",1036.3199462890625,"{'county': 'Clackamas', 'state': 'Oregon', 'site_comments': 'beginDate=10/1/1979 12:00:00 AM|endDate=1/1/2100 12:00:00 AM|HUC=170900110301|HUD=17090011|TimeZone=-8.0|actonId=21D13S|shefId=CLLO3|stationTriplet=398:OR:SNTL|isActive=True', 'pos_accuracy_m': '0'}"
SNOTEL:983_UT_SNTL,983_UT_SNTL,Clayton Springs,SNOTEL,"{'latitude': '37.972499847412109', 'longitude': '-111.83354949951172'}",3062.935302734375,"{'county': 'Garfield', 'state': 'Utah', 'site_comments': 'beginDate=10/1/2000 12:00:00 AM|endDate=1/1/2100 12:00:00 AM|HUC=160300020501|HUD=16030002|TimeZone=-8.0|actonId=11M06S|shefId=CSPU1|stationTriplet=983:UT:SNTL|isActive=True', 'pos_accuracy_m': '0'}"
SNOTEL:399_UT_SNTL,399_UT_SNTL,Clear Creek #1,SNOTEL,"{'latitude': '39.8667106628418', 'longitude': '-111.28363037109375'}",2735.580078125,"{'county': 'Utah', 'state': 'Utah', 'site_comments': 'beginDate=1/1/1978 12:00:00 AM|endDate=1/1/2100 12:00:00 AM|HUC=160202020102|HUD=16020202|TimeZone=-8.0|actonId=11K21S|shefId=CLCU1|stationTriplet=399:UT:SNTL|isActive=True', 'pos_accuracy_m': '0'}"
SNOTEL:400_UT_SNTL,400_UT_SNTL,Clear Creek #2,SNOTEL,"{'latitude': '39.892749786376953', 'longitude': '-111.25154113769531'}",2388.717529296875,"{'county': 'Utah', 'state': 'Utah', 'site_comments': 'beginDate=10/1/1978 12:00:00 AM|endDate=1/1/2100 12:00:00 AM|HUC=160202020102|HUD=16020202|TimeZone=-8.0|actonId=11K22S|shefId=CRKU1|stationTriplet=400:UT:SNTL|isActive=True', 'pos_accuracy_m': '0'}"
SNOTEL:401_OR_SNTL,401_OR_SNTL,Clear Lake,SNOTEL,"{'latitude': '45.188320159912109', 'longitude': '-121.69159698486328'}",1161.2879638671875,"{'county': 'Wasco', 'state': 'Oregon', 'site_comments': 'beginDate=10/1/1979 12:00:00 AM|endDate=1/1/2100 12:00:00 AM|HUC=170703060901|HUD=17090011|TimeZone=-8.0|actonId=21D12S|shefId=CLKO3|stationTriplet=401:OR:SNTL|isActive=True', 'pos_accuracy_m': '0'}"
SNOTEL:402_WY_SNTL,402_WY_SNTL,Cloud Peak Reservoir,SNOTEL,"{'latitude': '44.4034309387207', 'longitude': '-107.06056976318359'}",3005.327880859375,"{'county': 'Johnson', 'state': 'Wyoming', 'site_comments': 'beginDate=10/1/1978 12:00:00 AM|endDate=1/1/2100 12:00:00 AM|HUC=100902060301|HUD=10090206|TimeZone=-8.0|actonId=07E36S|shefId=CPKW4|stationTriplet=402:WY:SNTL|isActive=True', 'pos_accuracy_m': '0'}"
SNOTEL:403_MT_SNTL,403_MT_SNTL,Clover Meadow,SNOTEL,"{'latitude': '45.017879486083984', 'longitude': '-111.84559631347656'}",2621.280029296875,"{'county': 'Madison', 'state': 'Montana', 'site_comments': 'beginDate=10/1/1971 12:00:00 AM|endDate=1/1/2100 12:00:00 AM|HUC=100200070803|HUD=10020007|TimeZone=-8.0|actonId=11D08S|shefId=CMDM8|stationTriplet=403:MT:SNTL|isActive=True', 'pos_accuracy_m': '0'}"
SNOTEL:1059_CO_SNTL,1059_CO_SNTL,Cochetopa Pass,SNOTEL,"{'latitude': '38.1628303527832', 'longitude': '-106.59883117675781'}",3054.095947265625,"{'county': 'Saguache', 'state': 'Colorado', 'site_comments': 'beginDate=9/1/2004 12:00:00 AM|endDate=1/1/2100 12:00:00 AM|HUC=130100040203|HUD=13010004|TimeZone=-8.0|actonId=06L06S|shefId=CZSC2|stationTriplet=1059:CO:SNTL|isActive=True', 'pos_accuracy_m': '0'}"
SNOTEL:405_WY_SNTL,405_WY_SNTL,Cold Springs,SNOTEL,"{'latitude': '43.276760101318359', 'longitude': '-109.44584655761719'}",2935.22412109375,"{'county': 'Fremont', 'state': 'Wyoming', 'site_comments': 'beginDate=10/1/1980 12:00:00 AM|endDate=1/1/2100 12:00:00 AM|HUC=100800010702|HUD=10080001|TimeZone=-8.0|actonId=09F25S|shefId=COSW4|stationTriplet=405:WY:SNTL|isActive=True', 'pos_accuracy_m': '0'}"
SNOTEL:406_OR_SNTL,406_OR_SNTL,Cold Springs Camp,SNOTEL,"{'latitude': '42.533050537109375', 'longitude': '-122.17682647705078'}",1810.511962890625,"{'county': 'Klamath', 'state': 'Oregon', 'site_comments': 'beginDate=10/1/1979 12:00:00 AM|endDate=1/1/2100 12:00:00 AM|HUC=180102030202|HUD=18010203|TimeZone=-8.0|actonId=22G24S|shefId=CSCO3|stationTriplet=406:OR:SNTL|isActive=True', 'pos_accuracy_m': '0'}"
SNOTEL:958_AK_SNTL,958_AK_SNTL,Coldfoot,SNOTEL,"{'latitude': '67.253326416015625', 'longitude': '-150.18299865722656'}",316.99200439453125,"{'county': 'Yukon-Koyukuk', 'state': 'Alaska', 'site_comments': 'beginDate=10/1/1994 12:00:00 AM|endDate=1/1/2100 12:00:00 AM|HUC=190901010604|HUD=19040601|TimeZone=-9.0|actonId=50S01S|shefId=COFA2|stationTriplet=958:AK:SNTL|isActive=True', 'pos_accuracy_m': '0'}"
SNOTEL:982_WY_SNTL,982_WY_SNTL,Cole Canyon,SNOTEL,"{'latitude': '44.486320495605469', 'longitude': '-104.41056823730469'}",1801.3680419921875,"{'county': 'Crook', 'state': 'Wyoming', 'site_comments': 'beginDate=6/1/2000 12:00:00 AM|endDate=1/1/2100 12:00:00 AM|HUC=101202030302|HUD=10120201|TimeZone=-8.0|actonId=04E07S|shefId=CLCW4|stationTriplet=982:WY:SNTL|isActive=True', 'pos_accuracy_m': '0'}"
SNOTEL:407_MT_SNTL,407_MT_SNTL,Cole Creek,SNOTEL,"{'latitude': '45.194049835205078', 'longitude': '-109.34548187255859'}",2392.679931640625,"{'county': 'Carbon', 'state': 'Montana', 'site_comments': 'beginDate=10/1/1960 12:00:00 AM|endDate=1/1/2100 12:00:00 AM|HUC=100700060801|HUD=10070006|TimeZone=-8.0|actonId=09D16S|shefId=CLCM8|stationTriplet=407:MT:SNTL|isActive=True', 'pos_accuracy_m': '0'}"
SNOTEL:1204_NV_SNTL,1204_NV_SNTL,Columbia Basin,SNOTEL,"{'latitude': '41.671600341796875', 'longitude': '-116.07029724121094'}",1972.36083984375,"{'county': 'Elko', 'state': 'Nevada', 'site_comments': 'beginDate=12/23/2011 8:00:00 AM|endDate=1/1/2100 12:00:00 AM|HUC=170501050503|HUD=17050105|TimeZone=-8.0|actonId=16H06S|shefId=CMBN2|stationTriplet=1204:NV:SNTL|isActive=True', 'pos_accuracy_m': '0'}"
SNOTEL:408_CO_SNTL,408_CO_SNTL,Columbine,SNOTEL,"{'latitude': '40.394798278808594', 'longitude': '-106.60408020019531'}",2791.968017578125,"{'county': 'Jackson', 'state': 'Colorado', 'site_comments': 'beginDate=10/1/1978 12:00:00 AM|endDate=1/1/2100 12:00:00 AM|HUC=101800010102|HUD=10180001|TimeZone=-8.0|actonId=06J03S|shefId=COLC2|stationTriplet=408:CO:SNTL|isActive=True', 'pos_accuracy_m': '0'}"
SNOTEL:409_CO_SNTL,409_CO_SNTL,Columbine Pass,SNOTEL,"{'latitude': '38.417949676513672', 'longitude': '-108.38249206542969'}",2865.1201171875,"{'county': 'Montrose', 'state': 'Colorado', 'site_comments': 'beginDate=10/1/1985 12:00:00 AM|endDate=1/1/2100 12:00:00 AM|HUC=140200050202|HUD=14020005|TimeZone=-8.0|actonId=08L02S|shefId=CPSC2|stationTriplet=409:CO:SNTL|isActive=True', 'pos_accuracy_m': '0'}"
SNOTEL:904_CO_SNTL,904_CO_SNTL,Columbus Basin,SNOTEL,"{'latitude': '37.441471099853516', 'longitude': '-108.02445220947266'}",3287.26806640625,"{'county': 'La Plata', 'state': 'Colorado', 'site_comments': 'beginDate=8/30/1994 12:00:00 AM|endDate=1/1/2100 12:00:00 AM|HUC=140801050101|HUD=14080105|TimeZone=-8.0|actonId=08M10S|shefId=CMBC2|stationTriplet=904:CO:SNTL|isActive=True', 'pos_accuracy_m': '0'}"
SNOTEL:410_MT_SNTL,410_MT_SNTL,Combination,SNOTEL,"{'latitude': '46.465229034423828', 'longitude': '-113.39357757568359'}",1706.8800048828125,"{'county': 'Granite', 'state': 'Montana', 'site_comments': 'beginDate=10/1/1965 12:00:00 AM|endDate=1/1/2100 12:00:00 AM|HUC=170102020401|HUD=17010202|TimeZone=-8.0|actonId=13C33S|shefId=CMBM8|stationTriplet=410:MT:SNTL|isActive=True', 'pos_accuracy_m': '0'}"
SNOTEL:411_ID_SNTL,411_ID_SNTL,Cool Creek,SNOTEL,"{'latitude': '46.76361083984375', 'longitude': '-115.29528045654297'}",1914.14404296875,"{'county': 'Clearwater', 'state': 'Idaho', 'site_comments': 'beginDate=10/1/1983 12:00:00 AM|endDate=1/1/2100 12:00:00 AM|HUC=170603070702|HUD=17060307|TimeZone=-8.0|actonId=15C16S|shefId=COLI1|stationTriplet=411:ID:SNTL|isActive=True', 'pos_accuracy_m': '0'}"
SNOTEL:959_AK_SNTL,959_AK_SNTL,Cooper Lake,SNOTEL,"{'latitude': '60.3902702331543', 'longitude': '-149.693603515625'}",365.760009765625,"{'county': 'Kenai Peninsula', 'state': 'Alaska', 'site_comments': 'beginDate=10/1/1981 12:00:00 AM|endDate=1/1/2100 12:00:00 AM|HUC=190203021205|HUD=19020302|TimeZone=-9.0|actonId=49L10S|shefId=CORA2|stationTriplet=959:AK:SNTL|isActive=True', 'pos_accuracy_m': '0'}"
SNOTEL:412_CO_SNTL,412_CO_SNTL,Copeland Lake,SNOTEL,"{'latitude': '40.207778930664063', 'longitude': '-105.56861114501953'}",2621.280029296875,"{'county': 'Boulder', 'state': 'Colorado', 'site_comments': 'beginDate=10/1/1979 12:00:00 AM|endDate=1/1/2100 12:00:00 AM|HUC=101900050202|HUD=10190005|TimeZone=-8.0|actonId=05J18S|shefId=COPC2|stationTriplet=412:CO:SNTL|isActive=True', 'pos_accuracy_m': '0'}"
SNOTEL:413_MT_SNTL,413_MT_SNTL,Copper Bottom,SNOTEL,"{'latitude': '47.056781768798828', 'longitude': '-112.59500122070313'}",1584.9599609375,"{'county': 'Lewis and Clark', 'state': 'Montana', 'site_comments': 'beginDate=10/1/1978 12:00:00 AM|endDate=1/1/2100 12:00:00 AM|HUC=170102030103|HUD=17010203|TimeZone=-8.0|actonId=12B16S|shefId=COPM8|stationTriplet=413:MT:SNTL|isActive=True', 'pos_accuracy_m': '0'}"
SNOTEL:414_MT_SNTL,414_MT_SNTL,Copper Camp,SNOTEL,"{'latitude': '47.081581115722656', 'longitude': '-112.72955322265625'}",2118.360107421875,"{'county': 'Lewis and Clark', 'state': 'Montana', 'site_comments': 'beginDate=10/1/1978 12:00:00 AM|endDate=1/1/2100 12:00:00 AM|HUC=170102030103|HUD=17010203|TimeZone=-8.0|actonId=12B14S|shefId=CPCM8|stationTriplet=414:MT:SNTL|isActive=True', 'pos_accuracy_m': '0'}"
SNOTEL:415_CO_SNTL,415_CO_SNTL,Copper Mountain,SNOTEL,"{'latitude': '39.489540100097656', 'longitude': '-106.17095184326172'}",3215.639892578125,"{'county': 'Summit', 'state': 'Colorado', 'site_comments': 'beginDate=10/1/1978 12:00:00 AM|endDate=1/1/2100 12:00:00 AM|HUC=140100020302|HUD=14010002|TimeZone=-8.0|actonId=06K24S|shefId=CPMC2|stationTriplet=415:CO:SNTL|isActive=True', 'pos_accuracy_m': '0'}"
SNOTEL:1209_NV_SNTL,1209_NV_SNTL,Corduroy Flat,SNOTEL,"{'latitude': '38.996509552001953', 'longitude': '-115.42478179931641'}",2633.471923828125,"{'county': 'White Pine', 'state': 'Nevada', 'site_comments': 'beginDate=12/23/2011 9:00:00 AM|endDate=1/1/2100 12:00:00 AM|HUC=160600121206|HUD=15010011|TimeZone=-8.0|actonId=15L02S|shefId=CORN2|stationTriplet=1209:NV:SNTL|isActive=True', 'pos_accuracy_m': '0'}"
SNOTEL:416_AZ_SNTL,416_AZ_SNTL,Coronado Trail,SNOTEL,"{'latitude': '33.803920745849609', 'longitude': '-109.15281677246094'}",2560.320068359375,"{'county': 'Apache', 'state': 'Arizona', 'site_comments': 'beginDate=10/1/1978 12:00:00 AM|endDate=1/1/2100 12:00:00 AM|HUC=150400040501|HUD=15040004|TimeZone=-8.0|actonId=09S07S|shefId=CNDA3|stationTriplet=416:AZ:SNTL|isActive=True', 'pos_accuracy_m': '0'}"
SNOTEL:1236_UT_SNTL,1236_UT_SNTL,Corral,SNOTEL,"{'latitude': '39.657951354980469', 'longitude': '-110.37905883789063'}",2501.49365234375,"{'county': 'Carbon', 'state': 'Utah', 'site_comments': 'beginDate=10/1/2013 12:00:00 AM|endDate=1/1/2100 12:00:00 AM|HUC=140600070903|HUD=|TimeZone=-8.0|actonId=10K05S|shefId=CAOU1|stationTriplet=1236:UT:SNTL|isActive=True', 'pos_accuracy_m': '0'}"
SNOTEL:417_NV_SNTL,417_NV_SNTL,Corral Canyon,SNOTEL,"{'latitude': '40.275508880615234', 'longitude': '-115.54016876220703'}",2574.035888671875,"{'county': 'Elko', 'state': 'Nevada', 'site_comments': 'beginDate=10/1/1978 12:00:00 AM|endDate=1/1/2100 12:00:00 AM|HUC=160401030401|HUD=16040103|TimeZone=-8.0|actonId=15J12S|shefId=COLN2|stationTriplet=417:NV:SNTL|isActive=True', 'pos_accuracy_m': '0'}"
SNOTEL:418_WA_SNTL,418_WA_SNTL,Corral Pass,SNOTEL,"{'latitude': '47.018718719482422', 'longitude': '-121.46463775634766'}",1767.8399658203125,"{'county': 'Pierce', 'state': 'Washington', 'site_comments': 'beginDate=10/1/1979 12:00:00 AM|endDate=1/1/2100 12:00:00 AM|HUC=171100140307|HUD=17110014|TimeZone=-8.0|actonId=21B13S|shefId=COPW1|stationTriplet=418:WA:SNTL|isActive=True', 'pos_accuracy_m': '0'}"
SNOTEL:419_WY_SNTL,419_WY_SNTL,Cottonwood Creek,SNOTEL,"{'latitude': '42.645900726318359', 'longitude': '-110.8148193359375'}",2337.81591796875,"{'county': 'Lincoln', 'state': 'Wyoming', 'site_comments': 'beginDate=10/1/1980 12:00:00 AM|endDate=1/1/2100 12:00:00 AM|HUC=170401050102|HUD=17040105|TimeZone=-8.0|actonId=10G25S|shefId=CLWW4|stationTriplet=419:WY:SNTL|isActive=True', 'pos_accuracy_m': '0'}"
SNOTEL:420_WA_SNTL,420_WA_SNTL,Cougar Mountain,SNOTEL,"{'latitude': '47.276660919189453', 'longitude': '-121.67137908935547'}",975.3599853515625,"{'county': 'King', 'state': 'Washington', 'site_comments': 'beginDate=10/1/1979 12:00:00 AM|endDate=1/1/2100 12:00:00 AM|HUC=171100130202|HUD=17110013|TimeZone=-8.0|actonId=21B42S|shefId=CUMW1|stationTriplet=420:WA:SNTL|isActive=True', 'pos_accuracy_m': '0'}"
SNOTEL:421_WY_SNTL,421_WY_SNTL,Coulter Creek,SNOTEL,"{'latitude': '44.166671752929688', 'longitude': '-110.56667327880859'}",2139.696044921875,"{'county': 'Teton', 'state': 'Wyoming', 'site_comments': 'beginDate=8/1/1980 12:00:00 AM|endDate=10/1/1997 12:00:00 AM|HUC=170401010207|HUD=17040101|TimeZone=-8.0|actonId=10E10S|shefId=COUW4|stationTriplet=421:WY:SNTL|isActive=False', 'pos_accuracy_m': '0'}"
SNOTEL:422_OR_SNTL,422_OR_SNTL,County Line,SNOTEL,"{'latitude': '45.191070556640625', 'longitude': '-118.55014801025391'}",1472.1839599609375,"{'county': 'Umatilla', 'state': 'Oregon', 'site_comments': 'beginDate=10/1/1979 12:00:00 AM|endDate=1/1/2100 12:00:00 AM|HUC=170601040202|HUD=17070202|TimeZone=-8.0|actonId=18D08S|shefId=COLO3|stationTriplet=422:OR:SNTL|isActive=True', 'pos_accuracy_m': '0'}"
SNOTEL:423_ID_SNTL,423_ID_SNTL,Cozy Cove,SNOTEL,"{'latitude': '44.288459777832031', 'longitude': '-115.65508270263672'}",1645.9200439453125,"{'county': 'Valley', 'state': 'Idaho', 'site_comments': 'beginDate=10/1/1978 12:00:00 AM|endDate=1/1/2100 12:00:00 AM|HUC=170501200403|HUD=17050120|TimeZone=-8.0|actonId=15E08S|shefId=COZI1|stationTriplet=423:ID:SNTL|isActive=True', 'pos_accuracy_m': '0'}"
SNOTEL:424_ID_SNTL,424_ID_SNTL,Crab Creek,SNOTEL,"{'latitude': '44.4370002746582', 'longitude': '-111.99384307861328'}",2103.1201171875,"{'county': 'Clark', 'state': 'Idaho', 'site_comments': 'beginDate=10/1/1979 12:00:00 AM|endDate=1/1/2100 12:00:00 AM|HUC=170402140108|HUD=17040214|TimeZone=-8.0|actonId=11E37S|shefId=CRBI1|stationTriplet=424:ID:SNTL|isActive=True', 'pos_accuracy_m': '0'}"
SNOTEL:425_ID_SNTL,425_ID_SNTL,Crater Meadows,SNOTEL,"{'latitude': '46.563938140869141', 'longitude': '-115.28903198242188'}",1816.6080322265625,"{'county': 'Clearwater', 'state': 'Idaho', 'site_comments': 'beginDate=10/1/1983 12:00:00 AM|endDate=1/1/2100 12:00:00 AM|HUC=170603070502|HUD=17060307|TimeZone=-8.0|actonId=15C09S|shefId=CRAI1|stationTriplet=425:ID:SNTL|isActive=True', 'pos_accuracy_m': '0'}"
SNOTEL:1010_OR_SNTL,1010_OR_SNTL,Crazyman Flat,SNOTEL,"{'latitude': '42.638099670410156', 'longitude': '-120.94917297363281'}",1883.6639404296875,"{'county': 'Klamath', 'state': 'Oregon', 'site_comments': 'beginDate=9/1/2001 12:00:00 AM|endDate=1/1/2100 12:00:00 AM|HUC=180102020101|HUD=18010202|TimeZone=-8.0|actonId=20G12S|shefId=CZFO3|stationTriplet=1010:OR:SNTL|isActive=True', 'pos_accuracy_m': '0'}"
SNOTEL:426_CO_SNTL,426_CO_SNTL,Crosho,SNOTEL,"{'latitude': '40.167449951171875', 'longitude': '-107.05750274658203'}",2773.679931640625,"{'county': 'Rio Blanco', 'state': 'Colorado', 'site_comments': 'beginDate=10/1/1985 12:00:00 AM|endDate=1/1/2100 12:00:00 AM|HUC=140500010106|HUD=14050001|TimeZone=-8.0|actonId=07J04S|shefId=CRSC2|stationTriplet=426:CO:SNTL|isActive=True', 'pos_accuracy_m': '0'}"
SNOTEL:1045_WY_SNTL,1045_WY_SNTL,Crow Creek,SNOTEL,"{'latitude': '41.22869873046875', 'longitude': '-105.38278198242188'}",2538.98388671875,"{'county': 'Albany', 'state': 'Wyoming', 'site_comments': 'beginDate=8/1/2003 12:00:00 AM|endDate=1/1/2100 12:00:00 AM|HUC=101900090104|HUD=10190009|TimeZone=-8.0|actonId=05H02S|shefId=CRWW4|stationTriplet=1045:WY:SNTL|isActive=True', 'pos_accuracy_m': '0'}"
SNOTEL:977_CA_SNTL,977_CA_SNTL,Crowder Flat,SNOTEL,"{'latitude': '41.893180847167969', 'longitude': '-120.75202178955078'}",1575.8160400390625,"{'county': 'Modoc', 'state': 'California', 'site_comments': 'beginDate=10/1/1999 12:00:00 AM|endDate=1/1/2100 12:00:00 AM|HUC=180102040103|HUD=18020001|TimeZone=-8.0|actonId=20H02S|shefId=CRWC1|stationTriplet=977:CA:SNTL|isActive=True', 'pos_accuracy_m': '0'}"
SNOTEL:427_MT_SNTL,427_MT_SNTL,Crystal Lake,SNOTEL,"{'latitude': '46.789421081542969', 'longitude': '-109.51204681396484'}",1844.0400390625,"{'county': 'Fergus', 'state': 'Montana', 'site_comments': 'beginDate=9/1/1967 12:00:00 AM|endDate=1/1/2100 12:00:00 AM|HUC=100401030204|HUD=10040103|TimeZone=-8.0|actonId=09C01S|shefId=CRYM8|stationTriplet=427:MT:SNTL|isActive=True', 'pos_accuracy_m': '0'}"
SNOTEL:428_CA_SNTL,428_CA_SNTL,Css Lab,SNOTEL,"{'latitude': '39.325649261474609', 'longitude': '-120.36807250976563'}",2101.291259765625,"{'county': 'Nevada', 'state': 'California', 'site_comments': 'beginDate=10/1/1980 12:00:00 AM|endDate=1/1/2100 12:00:00 AM|HUC=180201250602|HUD=18020128|TimeZone=-8.0|actonId=20K31S|shefId=CSSC1|stationTriplet=428:CA:SNTL|isActive=True', 'pos_accuracy_m': '0'}"
SNOTEL:430_CO_SNTL,430_CO_SNTL,Culebra #2,SNOTEL,"{'latitude': '37.209449768066406', 'longitude': '-105.19959259033203'}",3200.39990234375,"{'county': 'Costilla', 'state': 'Colorado', 'site_comments': 'beginDate=10/1/1978 12:00:00 AM|endDate=1/1/2100 12:00:00 AM|HUC=130100020902|HUD=13010002|TimeZone=-8.0|actonId=05M03S|shefId=CULC2|stationTriplet=430:CO:SNTL|isActive=True', 'pos_accuracy_m': '0'}"
SNOTEL:431_CO_SNTL,431_CO_SNTL,Cumbres Trestle,SNOTEL,"{'latitude': '37.018779754638672', 'longitude': '-106.45178985595703'}",3060.19189453125,"{'county': 'Conejos', 'state': 'Colorado', 'site_comments': 'beginDate=10/1/1979 12:00:00 AM|endDate=1/1/2100 12:00:00 AM|HUC=130201020203|HUD=13020102|TimeZone=-8.0|actonId=06M22S|shefId=CUMC2|stationTriplet=431:CO:SNTL|isActive=True', 'pos_accuracy_m': '0'}"
SNOTEL:432_UT_SNTL,432_UT_SNTL,Currant Creek,SNOTEL,"{'latitude': '40.357471466064453', 'longitude': '-111.08992767333984'}",2412.491943359375,"{'county': 'Wasatch', 'state': 'Utah', 'site_comments': 'beginDate=10/1/1978 12:00:00 AM|endDate=1/1/2100 12:00:00 AM|HUC=140600040401|HUD=14060004|TimeZone=-8.0|actonId=11J32S|shefId=CUCU1|stationTriplet=432:UT:SNTL|isActive=True', 'pos_accuracy_m': '0'}"
SNOTEL:919_MT_SNTL,919_MT_SNTL,Daisy Peak,SNOTEL,"{'latitude': '46.6685791015625', 'longitude': '-110.33022308349609'}",2316.47998046875,"{'county': 'Meagher', 'state': 'Montana', 'site_comments': 'beginDate=9/1/1977 12:00:00 AM|endDate=1/1/2100 12:00:00 AM|HUC=100402010106|HUD=10040201|TimeZone=-8.0|actonId=10C15S|shefId=DAZM8|stationTriplet=919:MT:SNTL|isActive=True', 'pos_accuracy_m': '0'}"
SNOTEL:433_MT_SNTL,433_MT_SNTL,Daly Creek,SNOTEL,"{'latitude': '46.183670043945313', 'longitude': '-113.85330200195313'}",1761.7440185546875,"{'county': 'Ravalli', 'state': 'Montana', 'site_comments': 'beginDate=10/1/1966 12:00:00 AM|endDate=1/1/2100 12:00:00 AM|HUC=170102050901|HUD=17010205|TimeZone=-8.0|actonId=13C39S|shefId=DALM8|stationTriplet=433:MT:SNTL|isActive=True', 'pos_accuracy_m': '0'}"
SNOTEL:434_OR_SNTL,434_OR_SNTL,Daly Lake,SNOTEL,"{'latitude': '44.521469116210938', 'longitude': '-122.08718109130859'}",1124.7120361328125,"{'county': 'Linn', 'state': 'Oregon', 'site_comments': 'beginDate=10/1/1978 12:00:00 AM|endDate=1/1/2100 12:00:00 AM|HUC=170900060101|HUD=17090006|TimeZone=-8.0|actonId=22E08S|shefId=DALO3|stationTriplet=434:OR:SNTL|isActive=True', 'pos_accuracy_m': '0'}"
SNOTEL:435_UT_SNTL,435_UT_SNTL,Daniels-Strawberry,SNOTEL,"{'latitude': '40.2952995300293', 'longitude': '-111.25676727294922'}",2440.83837890625,"{'county': 'Wasatch', 'state': 'Utah', 'site_comments': 'beginDate=10/1/1978 12:00:00 AM|endDate=1/1/2100 12:00:00 AM|HUC=140600040101|HUD=14060004|TimeZone=-8.0|actonId=11J23S|shefId=DSTU1|stationTriplet=435:UT:SNTL|isActive=True', 'pos_accuracy_m': '0'}"
SNOTEL:436_MT_SNTL,436_MT_SNTL,Darkhorse Lake,SNOTEL,"{'latitude': '45.173671722412109', 'longitude': '-113.58448028564453'}",2726.43603515625,"{'county': 'Beaverhead', 'state': 'Montana', 'site_comments': 'beginDate=8/1/1977 12:00:00 AM|endDate=1/1/2100 12:00:00 AM|HUC=100200040301|HUD=10020004|TimeZone=-8.0|actonId=13D19S|shefId=DHLM8|stationTriplet=436:MT:SNTL|isActive=True', 'pos_accuracy_m': '0'}"
SNOTEL:437_MT_SNTL,437_MT_SNTL,Deadman Creek,SNOTEL,"{'latitude': '46.792789459228516', 'longitude': '-110.67545318603516'}",1965.9599609375,"{'county': 'Meagher', 'state': 'Montana', 'site_comments': 'beginDate=10/1/1966 12:00:00 AM|endDate=1/1/2100 12:00:00 AM|HUC=100301030401|HUD=10030103|TimeZone=-8.0|actonId=10C09S|shefId=DDMM8|stationTriplet=437:MT:SNTL|isActive=True', 'pos_accuracy_m': '0'}"
SNOTEL:438_CO_SNTL,438_CO_SNTL,Deadman Hill,SNOTEL,"{'latitude': '40.805709838867188', 'longitude': '-105.76992797851563'}",3115.055908203125,"{'county': 'Larimer', 'state': 'Colorado', 'site_comments': 'beginDate=10/1/1978 12:00:00 AM|endDate=1/1/2100 12:00:00 AM|HUC=101900070502|HUD=10190007|TimeZone=-8.0|actonId=05J06S|shefId=DDMC2|stationTriplet=438:CO:SNTL|isActive=True', 'pos_accuracy_m': '0'}"
SNOTEL:439_ID_SNTL,439_ID_SNTL,Deadwood Summit,SNOTEL,"{'latitude': '44.545139312744141', 'longitude': '-115.56379699707031'}",2090.927978515625,"{'county': 'Valley', 'state': 'Idaho', 'site_comments': 'beginDate=10/1/1978 12:00:00 AM|endDate=1/1/2100 12:00:00 AM|HUC=170501200401|HUD=17060208|TimeZone=-8.0|actonId=15E04S|shefId=DDSI1|stationTriplet=439:ID:SNTL|isActive=True', 'pos_accuracy_m': '0'}"
SNOTEL:923_WY_SNTL,923_WY_SNTL,Deer Park,SNOTEL,"{'latitude': '42.59075927734375', 'longitude': '-108.90273284912109'}",2956.56005859375,"{'county': 'Fremont', 'state': 'Wyoming', 'site_comments': 'beginDate=8/14/1997 12:00:00 AM|endDate=1/1/2100 12:00:00 AM|HUC=100800030101|HUD=10080003|TimeZone=-8.0|actonId=08G10S|shefId=DPKW4|stationTriplet=923:WY:SNTL|isActive=True', 'pos_accuracy_m': '0'}"
